,email,name,profile_score,ratings_score,search_score
50,user3337@verizon.net,Alex S.,0,3.6666666666666665,0
51,user2683@hotmail.com,Herlina S.,0,2.0,0
52,user5555@gmail.com,Julianna C.,0,2.8,0
53,user4691@hotmail.com,Kathryn S.,0,3.0,0
54,user1932@yahoo.com,Julie X.,0,3.5,0
55,user7177@verizon.net,Lisa D.,0,3.5,0
56,user3123@t-mobile.com,Hilary S.,0,2.5,0
57,user2738@t-mobile.com,Anne B.,0,2.0,0
58,user5135@t-mobile.com,Jessica C.,0,3.4285714285714284,0
59,user1945@yahoo.com,Ali P.,0,2.0,0
60,user6217@gmail.com,William P.,0,3.2,0
61,user1943@verizon.net,Joei B.,0,4.0,0
62,user7508@t-mobile.com,Leilani R.,0,3.5,0
63,user3697@verizon.net,Kathy D.,0,2.5454545454545454,0
64,user7812@hotmail.com,Kailyn G.,0,3.3333333333333335,0
65,user7080@verizon.net,Ricky E.,0,3.5,0
66,user4980@gmail.com,Jessica E.,0,3.142857142857143,0
67,user5555@gmail.com,Julianna C.,0,2.8,0
68,user5835@yahoo.com,Heather T.,0,2.6666666666666665,0
69,user3971@hotmail.com,Michelle B.,0,2.8333333333333335,0
70,user7736@t-mobile.com,Jenny S.,0,4.0,0
71,user8738@gmail.com,Julie W.,0,3.0,0
72,user6379@t-mobile.com,Chasen   T.,0,3.2857142857142856,0
73,user1932@yahoo.com,Julie X.,0,3.5,0
74,user7137@yahoo.com,Tasha J.,0,1.6666666666666667,0
75,user9792@hotmail.com,Nancy O.,0,3.25,0
76,user2807@hotmail.com,Chris K.,0,3.8333333333333335,0
77,user9209@hotmail.com,Randal  W.,0,3.0,0
78,user2537@hotmail.com,Marita C.,0,3.0,0
79,user6379@t-mobile.com,Chasen   T.,0,3.2857142857142856,0
80,user2424@verizon.net,Kristina M.,0,3.25,0
81,user6178@hotmail.com,Ashley  K.,0,3.4285714285714284,0
82,user9082@t-mobile.com,Wendy J.,0,2.6666666666666665,0
83,user3489@yahoo.com,Conor H.,0,2.3333333333333335,0
84,user6604@yahoo.com,Nelson M.,0,2.4285714285714284,0
85,user5322@t-mobile.com,Lindsay H.,0,3.5,0
86,user7784@hotmail.com,Shellie C.,0,1.8,0
87,user2847@verizon.net,Dawn M.,0,3.0,0
88,user1943@verizon.net,Joei B.,0,4.0,0
89,user7345@verizon.net,Carl P.,0,3.5,0
90,user1233@yahoo.com,Huan H.,0,3.4285714285714284,0
91,user6954@verizon.net,BOB M.,0,2.0,0
92,user7736@t-mobile.com,Jenny S.,0,4.0,0
93,user9921@t-mobile.com,Kimberly K.,0,2.3333333333333335,0
94,user9082@t-mobile.com,Wendy J.,0,2.6666666666666665,0
95,user5835@yahoo.com,Heather T.,0,2.6666666666666665,0
96,user2644@hotmail.com,Sylvia W.,0,3.25,0
97,user8248@t-mobile.com,Maureen  B.,0,2.6666666666666665,0
98,user7650@verizon.net,Robert S.,0,3.5714285714285716,0
99,user3697@verizon.net,Kathy D.,0,2.5454545454545454,0
100,user7812@hotmail.com,Kailyn G.,0,3.3333333333333335,0
101,user1777@yahoo.com,Nakisa S.,0,3.0,0
102,user9414@gmail.com,Alejandro G.,0,2.5714285714285716,0
103,user6379@t-mobile.com,Chasen   T.,0,3.2857142857142856,0
104,user3971@hotmail.com,Michelle B.,0,2.8333333333333335,0
105,user1943@verizon.net,Joei B.,0,4.0,0
106,user8635@verizon.net,Paul S.,0,3.0,0
107,user2738@t-mobile.com,Anne B.,0,2.0,0
108,user6178@hotmail.com,Ashley  K.,0,3.4285714285714284,0
109,user5598@hotmail.com,Gayle P.,0,3.4,0
110,user9209@hotmail.com,Randal  W.,0,3.0,0
111,user7582@yahoo.com,Sharon H.,0,2.75,0
112,user7442@verizon.net,Leah S.,0,3.4,0
113,user4980@gmail.com,Jessica E.,0,3.142857142857143,0
114,user4691@hotmail.com,Kathryn S.,0,3.0,0
115,user4669@t-mobile.com,Jessica L.,0,2.8,0
116,user6604@yahoo.com,Nelson M.,0,2.4285714285714284,0
117,user6713@gmail.com,Alex F.,0,2.5,0
118,user7345@verizon.net,Carl P.,0,3.5,0
119,user4691@hotmail.com,Kathryn S.,0,3.0,0
120,user3341@gmail.com,Stephen W.,0,2.75,0
121,user6379@t-mobile.com,Chasen   T.,0,3.2857142857142856,0
122,user3341@gmail.com,Stephen W.,0,2.75,0
123,user9227@t-mobile.com,Pam L.,0,2.75,0
124,user9792@hotmail.com,Nancy O.,0,3.25,0
125,user7508@t-mobile.com,Leilani R.,0,3.5,0
126,user5398@verizon.net,Derek K.,0,4.0,0
127,user6094@gmail.com,Caroline J.,0,1.8,0
128,user9612@t-mobile.com,Danielle W.,0,2.3333333333333335,0
129,user8248@t-mobile.com,Maureen  B.,0,2.6666666666666665,0
130,user7861@yahoo.com,Christa Z.,0,2.7777777777777777,0
131,user9209@hotmail.com,Randal  W.,0,3.0,0
132,user9082@t-mobile.com,Wendy J.,0,2.6666666666666665,0
133,user7861@yahoo.com,Christa Z.,0,2.7777777777777777,0
134,user1842@hotmail.com,Christa A.,0,3.3333333333333335,0
135,user4739@gmail.com,Lauren B.,0,2.5714285714285716,0
136,user9227@t-mobile.com,Pam L.,0,2.75,0
137,user7582@yahoo.com,Sharon H.,0,2.75,0
138,user7112@verizon.net,Anne D.,0,2.2,0
139,user2847@verizon.net,Dawn M.,0,3.0,0
140,user1932@yahoo.com,Julie X.,0,3.5,0
141,user5555@gmail.com,Julianna C.,0,2.8,0
142,user9973@hotmail.com,Gwen G.,0,3.8,0
143,user4917@t-mobile.com,Mackenzie  S.,0,3.0,0
144,user1842@hotmail.com,Christa A.,0,3.3333333333333335,0
145,user3341@gmail.com,Stephen W.,0,2.75,0
146,user7287@hotmail.com,Caroline M.,0,2.0,0
147,user6702@hotmail.com,Jordan  R.,0,3.25,0
148,user8249@yahoo.com,Reagan N.,0,3.2,0
149,user9082@t-mobile.com,Wendy J.,0,2.6666666666666665,0
150,user5398@verizon.net,Derek K.,0,4.0,0
151,user4051@gmail.com,Dina L.,0,3.25,0
152,user9029@t-mobile.com,Melissa C.,0,4.0,0
153,user7080@verizon.net,Ricky E.,0,3.5,0
154,user4671@yahoo.com,Meagan M.,0,3.2857142857142856,0
155,user8738@gmail.com,Julie W.,0,3.0,0
156,user7903@hotmail.com,Faridah D.,0,4.6,0
157,user2311@t-mobile.com,Justin K.,0,3.8333333333333335,0
158,user1690@verizon.net,Kevin H.,0,3.6666666666666665,0
159,user5398@verizon.net,Derek K.,0,4.0,0
160,user4669@t-mobile.com,Jessica L.,0,2.8,0
161,user9227@t-mobile.com,Pam L.,0,2.75,0
162,user1349@hotmail.com,Magali M.,0,3.2,0
163,user4671@yahoo.com,Meagan M.,0,3.2857142857142856,0
164,user4846@hotmail.com,Sandy O.,0,3.5,0
165,user5398@verizon.net,Derek K.,0,4.0,0
166,user5082@t-mobile.com,Samantha O.,0,2.5,0
167,user6860@verizon.net,Michael E.,0,3.2857142857142856,0
168,user3489@yahoo.com,Conor H.,0,2.3333333333333335,0
169,user1949@gmail.com,Ashley H.,0,3.3333333333333335,0
170,user9921@t-mobile.com,Kimberly K.,0,2.3333333333333335,0
171,user2424@verizon.net,Kristina M.,0,3.25,0
172,user9973@hotmail.com,Gwen G.,0,3.8,0
173,user7812@hotmail.com,Kailyn G.,0,3.3333333333333335,0
174,user7177@verizon.net,Lisa D.,0,3.5,0
175,user9029@t-mobile.com,Melissa C.,0,4.0,0
176,user1211@yahoo.com,Lyndsey B.,0,2.6,0
177,user4917@t-mobile.com,Mackenzie  S.,0,3.0,0
178,user6860@verizon.net,Michael E.,0,3.2857142857142856,0
179,user9414@gmail.com,Alejandro G.,0,2.5714285714285716,0
180,user4739@gmail.com,Lauren B.,0,2.5714285714285716,0
181,user7508@t-mobile.com,Leilani R.,0,3.5,0
182,user1075@gmail.com,Terence A.,0,3.5,0
183,user7442@verizon.net,Leah S.,0,3.4,0
184,user6094@gmail.com,Caroline J.,0,1.8,0
185,user7650@verizon.net,Robert S.,0,3.5714285714285716,0
186,user5363@verizon.net,Tessa L.,0,2.5,0
187,user5760@yahoo.com,Mary A.,0,2.5,0
188,user2738@t-mobile.com,Anne B.,0,2.0,0
189,user5835@yahoo.com,Heather T.,0,2.6666666666666665,0
190,user4669@t-mobile.com,Jessica L.,0,2.8,0
191,user1949@gmail.com,Ashley H.,0,3.3333333333333335,0
192,user7650@verizon.net,Robert S.,0,3.5714285714285716,0
193,user5135@t-mobile.com,Jessica C.,0,3.4285714285714284,0
194,user6217@gmail.com,William P.,0,3.2,0
195,user5398@verizon.net,Derek K.,0,4.0,0
196,user9414@gmail.com,Alejandro G.,0,2.5714285714285716,0
197,user5363@verizon.net,Tessa L.,0,2.5,0
198,user7112@verizon.net,Anne D.,0,2.2,0
199,user4669@t-mobile.com,Jessica L.,0,2.8,0
200,user6094@gmail.com,Caroline J.,0,1.8,0
201,user1349@hotmail.com,Magali M.,0,3.2,0
202,user9209@hotmail.com,Randal  W.,0,3.0,0
203,user3864@yahoo.com,Angie S.,0,2.4,0
204,user4917@t-mobile.com,Mackenzie  S.,0,3.0,0
205,user7861@yahoo.com,Christa Z.,0,2.7777777777777777,0
206,user7903@hotmail.com,Faridah D.,0,4.6,0
207,user5253@hotmail.com,Wanda C.,0,1.5,0
208,user7540@verizon.net,Ben F.,0,3.3333333333333335,0
209,user8249@yahoo.com,Reagan N.,0,3.2,0
210,user7759@hotmail.com,Jennifer W.,0,3.0,0
211,user7442@verizon.net,Leah S.,0,3.4,0
212,user5082@t-mobile.com,Samantha O.,0,2.5,0
213,user7137@yahoo.com,Tasha J.,0,1.6666666666666667,0
214,user6860@verizon.net,Michael E.,0,3.2857142857142856,0
215,user7851@hotmail.com,Rachel  R.,0,4.0,0
216,user9371@hotmail.com,Kristy B.,0,1.0,0
217,user1932@yahoo.com,Julie X.,0,3.5,0
218,user4846@hotmail.com,Sandy O.,0,3.5,0
219,user5835@yahoo.com,Heather T.,0,2.6666666666666665,0
220,user5135@t-mobile.com,Jessica C.,0,3.4285714285714284,0
221,user6074@t-mobile.com,Tony L.,0,3.4,0
222,user1233@yahoo.com,Huan H.,0,3.4285714285714284,0
223,user4215@hotmail.com,Vanessa B.,0,3.0,0
224,user9227@t-mobile.com,Pam L.,0,2.75,0
225,user4846@hotmail.com,Sandy O.,0,3.5,0
226,user1233@yahoo.com,Huan H.,0,3.4285714285714284,0
227,user5760@yahoo.com,Mary A.,0,2.5,0
228,user7650@verizon.net,Robert S.,0,3.5714285714285716,0
229,user3697@verizon.net,Kathy D.,0,2.5454545454545454,0
230,user8656@yahoo.com,Anna Marie W.,0,2.75,0
231,user5598@hotmail.com,Gayle P.,0,3.4,0
232,user6407@t-mobile.com,Kandace L.,0,2.5,0
233,user9082@t-mobile.com,Wendy J.,0,2.6666666666666665,0
234,user5135@t-mobile.com,Jessica C.,0,3.4285714285714284,0
235,user6217@gmail.com,William P.,0,3.2,0
236,user8656@yahoo.com,Anna Marie W.,0,2.75,0
237,user6407@t-mobile.com,Kandace L.,0,2.5,0
238,user9792@hotmail.com,Nancy O.,0,3.25,0
239,user6407@t-mobile.com,Kandace L.,0,2.5,0
240,user9866@gmail.com,Ilka A.,0,2.7142857142857144,0
241,user2983@verizon.net,Chanece W.,0,3.3333333333333335,0
242,user9973@hotmail.com,Gwen G.,0,3.8,0
243,user9227@t-mobile.com,Pam L.,0,2.75,0
244,user7861@yahoo.com,Christa Z.,0,2.7777777777777777,0
245,user5135@t-mobile.com,Jessica C.,0,3.4285714285714284,0
246,user7177@verizon.net,Lisa D.,0,3.5,0
247,user9866@gmail.com,Ilka A.,0,2.7142857142857144,0
248,user8738@gmail.com,Julie W.,0,3.0,0
249,user3695@yahoo.com,Megan B.,0,2.0,0
250,user1075@gmail.com,Terence A.,0,3.5,0
251,user5555@gmail.com,Julianna C.,0,2.8,0
252,user1349@hotmail.com,Magali M.,0,3.2,0
253,user3864@yahoo.com,Angie S.,0,2.4,0
254,user2807@hotmail.com,Chris K.,0,3.8333333333333335,0
255,user7938@verizon.net,Aksana B.,0,3.75,0
256,user9414@gmail.com,Alejandro G.,0,2.5714285714285716,0
257,user2983@verizon.net,Chanece W.,0,3.3333333333333335,0
258,user2807@hotmail.com,Chris K.,0,3.8333333333333335,0
259,user6217@gmail.com,William P.,0,3.2,0
260,user7784@hotmail.com,Shellie C.,0,1.8,0
261,user3971@hotmail.com,Michelle B.,0,2.8333333333333335,0
262,user8738@gmail.com,Julie W.,0,3.0,0
263,user9414@gmail.com,Alejandro G.,0,2.5714285714285716,0
264,user5598@hotmail.com,Gayle P.,0,3.4,0
265,user7812@hotmail.com,Kailyn G.,0,3.3333333333333335,0
266,user5363@verizon.net,Tessa L.,0,2.5,0
267,user8738@gmail.com,Julie W.,0,3.0,0
268,user6702@hotmail.com,Jordan  R.,0,3.25,0
269,user4739@gmail.com,Lauren B.,0,2.5714285714285716,0
270,user1842@hotmail.com,Christa A.,0,3.3333333333333335,0
271,user7861@yahoo.com,Christa Z.,0,2.7777777777777777,0
272,user7112@verizon.net,Anne D.,0,2.2,0
273,user3337@verizon.net,Alex S.,0,3.6666666666666665,0
274,user6604@yahoo.com,Nelson M.,0,2.4285714285714284,0
275,user7784@hotmail.com,Shellie C.,0,1.8,0
276,user4980@gmail.com,Jessica E.,0,3.142857142857143,0
277,user5598@hotmail.com,Gayle P.,0,3.4,0
278,user7903@hotmail.com,Faridah D.,0,4.6,0
279,user1690@verizon.net,Kevin H.,0,3.6666666666666665,0
280,user5760@yahoo.com,Mary A.,0,2.5,0
281,user4669@t-mobile.com,Jessica L.,0,2.8,0
282,user3971@hotmail.com,Michelle B.,0,2.8333333333333335,0
283,user4980@gmail.com,Jessica E.,0,3.142857142857143,0
284,user9029@t-mobile.com,Melissa C.,0,4.0,0
285,user1777@yahoo.com,Nakisa S.,0,3.0,0
286,user6860@verizon.net,Michael E.,0,3.2857142857142856,0
287,user2424@verizon.net,Kristina M.,0,3.25,0
288,user4980@gmail.com,Jessica E.,0,3.142857142857143,0
289,user9029@t-mobile.com,Melissa C.,0,4.0,0
290,user5707@yahoo.com,Gaurang P.,0,1.5,0
291,user4739@gmail.com,Lauren B.,0,2.5714285714285716,0
292,user6407@t-mobile.com,Kandace L.,0,2.5,0
293,user7938@verizon.net,Aksana B.,0,3.75,0
294,user9029@t-mobile.com,Melissa C.,0,4.0,0
295,user7861@yahoo.com,Christa Z.,0,2.7777777777777777,0
296,user9612@t-mobile.com,Danielle W.,0,2.3333333333333335,0
297,user7861@yahoo.com,Christa Z.,0,2.7777777777777777,0
298,user9227@t-mobile.com,Pam L.,0,2.75,0
299,user1233@yahoo.com,Huan H.,0,3.4285714285714284,0
300,user7903@hotmail.com,Faridah D.,0,4.6,0
301,user5760@yahoo.com,Mary A.,0,2.5,0
302,user7650@verizon.net,Robert S.,0,3.5714285714285716,0
303,user7442@verizon.net,Leah S.,0,3.4,0
304,user3697@verizon.net,Kathy D.,0,2.5454545454545454,0
305,user1075@gmail.com,Terence A.,0,3.5,0
306,user9866@gmail.com,Ilka A.,0,2.7142857142857144,0
307,user3123@t-mobile.com,Hilary S.,0,2.5,0
308,user4669@t-mobile.com,Jessica L.,0,2.8,0
309,user6713@gmail.com,Alex F.,0,2.5,0
310,user2807@hotmail.com,Chris K.,0,3.8333333333333335,0
311,user3864@yahoo.com,Angie S.,0,2.4,0
312,user2311@t-mobile.com,Justin K.,0,3.8333333333333335,0
313,user6178@hotmail.com,Ashley  K.,0,3.4285714285714284,0
314,user6954@verizon.net,BOB M.,0,2.0,0
315,user1075@gmail.com,Terence A.,0,3.5,0
316,user4669@t-mobile.com,Jessica L.,0,2.8,0
317,user8249@yahoo.com,Reagan N.,0,3.2,0
318,user3697@verizon.net,Kathy D.,0,2.5454545454545454,0
319,user9271@yahoo.com,Cooper P.,0,2.75,0
320,user3091@yahoo.com,Matthew Ryan H.,0,1.5,0
321,user4691@hotmail.com,Kathryn S.,0,3.0,0
322,user7080@verizon.net,Ricky E.,0,3.5,0
323,user7903@hotmail.com,Faridah D.,0,4.6,0
324,user9209@hotmail.com,Randal  W.,0,3.0,0
325,user2683@hotmail.com,Herlina S.,0,2.0,0
326,user2655@verizon.net,Nancy B.,0,3.0,0
327,user6074@t-mobile.com,Tony L.,0,3.4,0
328,user2311@t-mobile.com,Justin K.,0,3.8333333333333335,0
329,user7080@verizon.net,Ricky E.,0,3.5,0
330,user1943@verizon.net,Joei B.,0,4.0,0
331,user1969@hotmail.com,Shaina Z.,0,4.5,0
332,user6178@hotmail.com,Ashley  K.,0,3.4285714285714284,0
333,user6702@hotmail.com,Jordan  R.,0,3.25,0
334,user7812@hotmail.com,Kailyn G.,0,3.3333333333333335,0
335,user9227@t-mobile.com,Pam L.,0,2.75,0
336,user7650@verizon.net,Robert S.,0,3.5714285714285716,0
337,user4051@gmail.com,Dina L.,0,3.25,0
338,user2644@hotmail.com,Sylvia W.,0,3.25,0
339,user3091@yahoo.com,Matthew Ryan H.,0,1.5,0
340,user1945@yahoo.com,Ali P.,0,2.0,0
341,user7938@verizon.net,Aksana B.,0,3.75,0
342,user6604@yahoo.com,Nelson M.,0,2.4285714285714284,0
343,user5707@yahoo.com,Gaurang P.,0,1.5,0
344,user4051@gmail.com,Dina L.,0,3.25,0
345,user7938@verizon.net,Aksana B.,0,3.75,0
346,user3697@verizon.net,Kathy D.,0,2.5454545454545454,0
347,user1945@yahoo.com,Ali P.,0,2.0,0
348,user9792@hotmail.com,Nancy O.,0,3.25,0
349,user6074@t-mobile.com,Tony L.,0,3.4,0
350,user7508@t-mobile.com,Leilani R.,0,3.5,0
351,user4846@hotmail.com,Sandy O.,0,3.5,0
352,user1211@yahoo.com,Lyndsey B.,0,2.6,0
353,user3697@verizon.net,Kathy D.,0,2.5454545454545454,0
354,user4215@hotmail.com,Vanessa B.,0,3.0,0
355,user9271@yahoo.com,Cooper P.,0,2.75,0
356,user7812@hotmail.com,Kailyn G.,0,3.3333333333333335,0
357,user2655@verizon.net,Nancy B.,0,3.0,0
358,user7861@yahoo.com,Christa Z.,0,2.7777777777777777,0
359,user6217@gmail.com,William P.,0,3.2,0
360,user8249@yahoo.com,Reagan N.,0,3.2,0
361,user2644@hotmail.com,Sylvia W.,0,3.25,0
362,user9866@gmail.com,Ilka A.,0,2.7142857142857144,0
363,user4691@hotmail.com,Kathryn S.,0,3.0,0
364,user9082@t-mobile.com,Wendy J.,0,2.6666666666666665,0
365,user2983@verizon.net,Chanece W.,0,3.3333333333333335,0
366,user4671@yahoo.com,Meagan M.,0,3.2857142857142856,0
367,user9414@gmail.com,Alejandro G.,0,2.5714285714285716,0
368,user3971@hotmail.com,Michelle B.,0,2.8333333333333335,0
369,user6094@gmail.com,Caroline J.,0,1.8,0
370,user2311@t-mobile.com,Justin K.,0,3.8333333333333335,0
371,user7442@verizon.net,Leah S.,0,3.4,0
372,user7508@t-mobile.com,Leilani R.,0,3.5,0
373,user3341@gmail.com,Stephen W.,0,2.75,0
374,user9866@gmail.com,Ilka A.,0,2.7142857142857144,0
375,user2424@verizon.net,Kristina M.,0,3.25,0
376,user3697@verizon.net,Kathy D.,0,2.5454545454545454,0
377,user2311@t-mobile.com,Justin K.,0,3.8333333333333335,0
378,user1777@yahoo.com,Nakisa S.,0,3.0,0
379,user7508@t-mobile.com,Leilani R.,0,3.5,0
380,user3864@yahoo.com,Angie S.,0,2.4,0
381,user3337@verizon.net,Alex S.,0,3.6666666666666665,0
382,user9414@gmail.com,Alejandro G.,0,2.5714285714285716,0
383,user6379@t-mobile.com,Chasen   T.,0,3.2857142857142856,0
384,user4051@gmail.com,Dina L.,0,3.25,0
385,user5398@verizon.net,Derek K.,0,4.0,0
386,user7540@verizon.net,Ben F.,0,3.3333333333333335,0
387,user1777@yahoo.com,Nakisa S.,0,3.0,0
388,user9973@hotmail.com,Gwen G.,0,3.8,0
389,user7540@verizon.net,Ben F.,0,3.3333333333333335,0
390,user8635@verizon.net,Paul S.,0,3.0,0
391,user1075@gmail.com,Terence A.,0,3.5,0
392,user5082@t-mobile.com,Samantha O.,0,2.5,0
393,user3337@verizon.net,Alex S.,0,3.6666666666666665,0
394,user9371@hotmail.com,Kristy B.,0,1.0,0
395,user6379@t-mobile.com,Chasen   T.,0,3.2857142857142856,0
396,user3337@verizon.net,Alex S.,0,3.6666666666666665,0
397,user5135@t-mobile.com,Jessica C.,0,3.4285714285714284,0
398,user4917@t-mobile.com,Mackenzie  S.,0,3.0,0
399,user7650@verizon.net,Robert S.,0,3.5714285714285716,0
400,user7508@t-mobile.com,Leilani R.,0,3.5,0
401,user1777@yahoo.com,Nakisa S.,0,3.0,0
402,user8656@yahoo.com,Anna Marie W.,0,2.75,0
403,user2847@verizon.net,Dawn M.,0,3.0,0
404,user3337@verizon.net,Alex S.,0,3.6666666666666665,0
405,user9082@t-mobile.com,Wendy J.,0,2.6666666666666665,0
406,user7080@verizon.net,Ricky E.,0,3.5,0
407,user1949@gmail.com,Ashley H.,0,3.3333333333333335,0
408,user8656@yahoo.com,Anna Marie W.,0,2.75,0
409,user5253@hotmail.com,Wanda C.,0,1.5,0
410,user4671@yahoo.com,Meagan M.,0,3.2857142857142856,0
411,user9271@yahoo.com,Cooper P.,0,2.75,0
412,user2644@hotmail.com,Sylvia W.,0,3.25,0
413,user4980@gmail.com,Jessica E.,0,3.142857142857143,0
414,user6713@gmail.com,Alex F.,0,2.5,0
415,user9082@t-mobile.com,Wendy J.,0,2.6666666666666665,0
416,user2807@hotmail.com,Chris K.,0,3.8333333333333335,0
417,user5555@gmail.com,Julianna C.,0,2.8,0
418,user9866@gmail.com,Ilka A.,0,2.7142857142857144,0
419,user3864@yahoo.com,Angie S.,0,2.4,0
420,user7345@verizon.net,Carl P.,0,3.5,0
421,user5835@yahoo.com,Heather T.,0,2.6666666666666665,0
422,user9029@t-mobile.com,Melissa C.,0,4.0,0
423,user7112@verizon.net,Anne D.,0,2.2,0
424,user8635@verizon.net,Paul S.,0,3.0,0
425,user6074@t-mobile.com,Tony L.,0,3.4,0
426,user1211@yahoo.com,Lyndsey B.,0,2.6,0
427,user6379@t-mobile.com,Chasen   T.,0,3.2857142857142856,0
428,user3251@yahoo.com,Robin R.,0,4.25,0
429,user6178@hotmail.com,Ashley  K.,0,3.4285714285714284,0
430,user1690@verizon.net,Kevin H.,0,3.6666666666666665,0
431,user2311@t-mobile.com,Justin K.,0,3.8333333333333335,0
432,user7508@t-mobile.com,Leilani R.,0,3.5,0
433,user8635@verizon.net,Paul S.,0,3.0,0
434,user8738@gmail.com,Julie W.,0,3.0,0
435,user3971@hotmail.com,Michelle B.,0,2.8333333333333335,0
436,user3489@yahoo.com,Conor H.,0,2.3333333333333335,0
437,user6074@t-mobile.com,Tony L.,0,3.4,0
438,user8738@gmail.com,Julie W.,0,3.0,0
439,user6860@verizon.net,Michael E.,0,3.2857142857142856,0
440,user1777@yahoo.com,Nakisa S.,0,3.0,0
441,user4671@yahoo.com,Meagan M.,0,3.2857142857142856,0
442,user3697@verizon.net,Kathy D.,0,2.5454545454545454,0
443,user8635@verizon.net,Paul S.,0,3.0,0
444,user1349@hotmail.com,Magali M.,0,3.2,0
445,user6604@yahoo.com,Nelson M.,0,2.4285714285714284,0
446,user7851@hotmail.com,Rachel  R.,0,4.0,0
447,user3251@yahoo.com,Robin R.,0,4.25,0
448,user1233@yahoo.com,Huan H.,0,3.4285714285714284,0
449,user6094@gmail.com,Caroline J.,0,1.8,0
450,user5835@yahoo.com,Heather T.,0,2.6666666666666665,0
451,user9082@t-mobile.com,Wendy J.,0,2.6666666666666665,0
452,user1949@gmail.com,Ashley H.,0,3.3333333333333335,0
453,user9209@hotmail.com,Randal  W.,0,3.0,0
454,user4669@t-mobile.com,Jessica L.,0,2.8,0
455,user9921@t-mobile.com,Kimberly K.,0,2.3333333333333335,0
456,user2655@verizon.net,Nancy B.,0,3.0,0
457,user4669@t-mobile.com,Jessica L.,0,2.8,0
458,user7508@t-mobile.com,Leilani R.,0,3.5,0
459,user4671@yahoo.com,Meagan M.,0,3.2857142857142856,0
460,user3251@yahoo.com,Robin R.,0,4.25,0
461,user2537@hotmail.com,Marita C.,0,3.0,0
462,user6713@gmail.com,Alex F.,0,2.5,0
463,user4980@gmail.com,Jessica E.,0,3.142857142857143,0
464,user9227@t-mobile.com,Pam L.,0,2.75,0
465,user7759@hotmail.com,Jennifer W.,0,3.0,0
466,user9271@yahoo.com,Cooper P.,0,2.75,0
467,user2847@verizon.net,Dawn M.,0,3.0,0
468,user9082@t-mobile.com,Wendy J.,0,2.6666666666666665,0
469,user4739@gmail.com,Lauren B.,0,2.5714285714285716,0
470,user2683@hotmail.com,Herlina S.,0,2.0,0
471,user1233@yahoo.com,Huan H.,0,3.4285714285714284,0
